breed,description,temperament,popularity,min_height,max_height,min_weight,max_weight,min_expectancy,max_expectancy,group,grooming_frequency_value,grooming_frequency_category,shedding_value,shedding_category,energy_level_value,energy_level_category,trainability_value,trainability_category,demeanor_value,demeanor_category
Japanese Spitz,"Spitz Jepang, sebagai ras pendamping, menikmati kebersamaan dengan keluarga mereka dan benar-benar merupakan komedian cilik. Mereka senang menyenangkan keluarga mereka dan karenanya bersemangat untuk belajar; mereka selalu memiliki senyum di wajah mereka. Ciri khasnya termasuk bulunya yang berwarna putih bersih dengan ciri seperti surai di lehernya. Selain itu, seperti ras Spitz lainnya, ekornya melengkung ke belakang membentuk bulu-bulu yang indah. Moncong runcing menyamakan mereka dengan rubah dengan hidung hitam, pinggiran mata hitam, dan telinga berbentuk segitiga runcing, yang berdiri tegak dan bergerak seperti menara radar, mendengarkan segala sesuatu yang terjadi di sekitar mereka dan membuat ras ini sangat waspada. Spitz Jepang adalah komedian cilik yang ingin membuat Anda bahagia dan tertawa. Mereka sangat setia dan cerdas serta merupakan teman yang baik. Game untuk petualangan, mereka akan ikut mendaki, naik mobil, atau jalan-jalan ke pantai atau danau. Mereka mencintai manusianya dan menikmati kebersamaan dengan mereka.","Setia, Menyenangkan, Cerdas",,30.48,38.1,4.535923700000001,11.33980925,12.0,14.0,Foundation Stock Service,0.4,Menyikat Gigi Mingguan,0.4,Sesekali,0.6,Latihan rutin,0.8,Pelatihan Mudah,0.8,Ramah
Jindo,"Anjing Jindo Korea adalah anjing berukuran sedang dengan proporsi yang baik yang digunakan untuk berburu dan menjaga. Dengan telinga tegak dan ekor yang digulung atau berbentuk sabit, itu harus menjadi ekspresi yang jelas dari ketangkasan, kekuatan, kewaspadaan dan martabat. Jindo memiliki naluri berburu yang sangat kuat dan berani, berani, waspada dan hati-hati, tidak mudah tergoda dan terburu nafsu. Tapi yang terpenting, dia sangat setia kepada tuannya. Secara keseluruhan ia tidak menyukai hewan lain, terutama yang jantan. Dia juga memiliki kepekaan yang baik terhadap arah. Seekor anjing satu orang, dia siap menerima majikan baru, tetapi tidak pernah melupakan keterikatannya terhadap mantan majikan yang membesarkannya sejak masa kanak-kanak. Dia menjaga kebersihan dirinya dan makan sedikit. Detail Kontak KlubKlub: Asosiasi Jindo Korea AmerikaNama: Ann KimEmail: jindojunkie@yahoo.com Setia, waspada, dan cerdas, Jindo berkembang sebagai ras di sebuah pulau di lepas pantai Korea Selatan. Berukuran sedang dan berpenampilan alami, mereka dihargai sebagai pemburu mandiri, penjaga yang cerdas, dan sahabat setia.","Waspada, Cerdas, Berani",,45.72,55.88,13.6077711,22.6796185,14.0,14.0,Foundation Stock Service,0.4,Menyikat Gigi Mingguan,0.6,Musiman,0.8,Energik,0.4,Mandiri,0.4,Dicadangkan dengan Orang Asing
Kai Ken,"Kai Ken atletis dan cerdas dengan keinginan kuat untuk berburu. Kai adalah pemikir mandiri dan dapat membentuk ikatan yang kuat dengan keluarganya. Mereka adalah perenang dan pemanjat ulung dan dikenal suka memanjat pohon dan berenang di sungai untuk mengejar hewan buruan. Kai memiliki bulu belang-belang berbeda yang hadir dalam tiga warna: Brindle Hitam (Kuro-Tora), Brindle (Chu-Tora), dan Brindle Merah (Aka-Tora). Belang merah adalah warna bulu yang paling langka. Warna dan pola belang-belang yang berbeda memungkinkan anjing untuk berbaur dengan hutan pegunungan tempat ia berburu, menyamarkannya dari mangsa dan predator di zaman kuno. Jumlah belang-belang akan bervariasi dari satu anjing ke anjing lainnya, begitu pula dengan pola belang-belangnya. Kebanyakan anak anjing dilahirkan dengan warna hitam pekat dan belang-belangnya akan muncul seiring bertambahnya usia dan akan terus berubah selama sekitar lima tahun pertama kehidupannya. Di rumah, Kai Ken membutuhkan perawatan dasar anjing. Mereka dapat dipelihara di lingkungan apartemen asalkan mereka menerima olahraga teratur dalam bentuk jalan-jalan dengan tali. Sebagai ras yang bersih secara alami, mandi harus dibatasi hanya saat kotor. Menyikat dianjurkan, terutama saat meniup bulu dua kali setahun. Detail Kontak KlubKlub:Kai Ken Society of AmericaNama: Stacey Pestel, Petugas KomunikasiAlamat: 1808 Penfield Ct S, Columbus, OH 43227Email:club@kaisociety.orgTelepon: 614-313-8456 Kai Ken adalah anjing berukuran sedang dan merupakan salah satu dari enam ras asli Jepang atau Nihon Ken. Secara tradisional digunakan untuk berburu berbagai macam hewan buruan di pegunungan Jepang, Kai Ken dianggap sebagai ras langka bahkan di Jepang. Kai sangat cerdas dan belajar dengan cepat. Mereka tampaknya belajar secepat ras Jepang lainnya, bahkan lebih cepat. Mereka tidak mandiri dan lebih bersedia menyenangkan temannya. Orang Jepang menggambarkan Kai Ken sebagai wali yang dapat dipercaya dan sangat berbakti kepada tuannya.","Setia, Tangkas, Tajam",,39.37,49.53,9.0718474,18.1436948,12.0,15.0,Foundation Stock Service,0.2,Sesekali Mandi/Sikat,0.6,Musiman,0.8,Energik,0.4,Mandiri,0.4,Dicadangkan dengan Orang Asing
Karelian Bear Dog,"Anjing Beruang Karelian adalah anjing Spitz berukuran sedang dengan bulu yang tebal. Dibesarkan untuk berburu hewan besar dan agresif sendirian, bentuk tubuhnya mencerminkan tugasnya. Dia adalah pemburu yang diam, dan hanya menggonggong setelah permainan dihentikan atau dipohon. Bekerja dengan seorang pemburu berpengalaman, dia mengomunikasikan jenis hewan yang dia temukan melalui suara gonggongannya. Meskipun ia dapat menunjukkan pengendalian diri di sekitar manusia, semangat juangnya muncul di sekitar anjing lain dan sulit untuk ditangani. Semangatnya mudah berubah menjadi agresi, karena Anjing Beruang Karelian menyukai tantangan. Detail Kontak KlubKlub: Aliansi Anjing Beruang Karelian AmerikaNama: Maureen GriffinEmail: nytwind@comcast.netTelepon: 860-434-9198 Anjing Beruang Karelian adalah pemburu yang bersemangat dan sangat mandiri, namun bekerja secara kooperatif untuk menandai permainan dengan menggonggong. Indra mereka, terutama penciuman, sangat tajam, sehingga ras ini cocok untuk berburu hewan besar. Mereka memiliki kepekaan yang baik terhadap arah, seimbang, berani, dan gigih. Trah ini memiliki semangat permainan yang sangat berkembang dan sangat percaya diri. Mereka mungkin bersifat teritorial terhadap pejantan lain, namun tidak pernah agresif terhadap manusia, meskipun mereka mungkin sedikit pendiam.","Setia, Mandiri, Berani",,48.26,59.69,19.95806428,22.22602613,11.0,13.0,Foundation Stock Service,0.2,Sesekali Mandi/Sikat,0.6,Musiman,0.4,Tenang,,nan,,nan
Keeshond,"Hewan berbentuk persegi dan kokoh ini berasal dari keturunan kuno yang sama dengan jenis anjing Spitz lainnya, seperti anjing Pomeranian dan Samoyed. Biasanya “spitzy”, Keeshonden memiliki wajah licik, telinga runcing, bulu lebat, dan ekor berbulu terangkat tinggi di punggung. Karakteristik ras yang unik—dan salah satu ciri paling menawan di semua dogdom—adalah “kacamata”. Bayangan dan tanda di sekitar mata ini memberikan kesan bahwa Kees sedang mengenakan kacamata desainer. Spesifikasinya menarik perhatian pada ekspresi yang waspada dan cerdas. Keeshond yang ramah adalah anjing Spitz berukuran sedang dengan bulu yang lebat, terkenal dengan “kacamata” khas di wajahnya yang licik. Dulunya merupakan kapal tongkang di negara asalnya, Belanda, Kees adalah simbol patriotisme Belanda.","Ramah, Lincah, Ramah",95,43.18,45.72,15.875732950000002,20.41165665,12.0,15.0,Non-Sporting Group,0.6,Menyikat Gigi 2-3 Kali Seminggu,0.6,Musiman,0.6,Latihan rutin,0.8,Pelatihan Mudah,0.8,Ramah
Kerry Blue Terrier,"Tentu saja, kita mulai dengan mantel yang menarik perhatian ke mana pun Kerries pergi. Muncul dalam nuansa biru—mulai dari warna biru tua hingga biru muda abu-abu—dan sangat lembut sehingga nyaman untuk disentuh dan juga enak dipandang. Mantel padat menutupi tubuh berotot dan berkembang dengan baik dengan tinggi di bawah 20 inci di bahu dan berat hingga 40 pon. Jenggot yang sporty dan mata yang gelap dan tajam menonjolkan keagungan kepala anjing terrier panjang. Di antara anjing terrier AKC terbesar, Kerry Blue Terrier terkenal dengan bulu birunya yang memukau. Dinamakan berdasarkan daerah kelahirannya di Irlandia, anjing peternakan yang dulunya ini sekarang menjadi anjing penjaga dan pendamping keluarga yang waspada, mudah beradaptasi, dan bersemangat.","Cerdas, Waspada, Berorientasi pada Masyarakat",129,44.45,49.53,14.968548210000002,18.1436948,12.0,15.0,Terrier Group,0.6,Menyikat Gigi 2-3 Kali Seminggu,,nan,0.6,Latihan rutin,0.2,Mungkin keras kepala,0.6,Waspada/Responsif
Kishu Ken,"Kishu Ken adalah anjing yang bagus untuk orang yang aktif dan memiliki kemampuan untuk menjadi anjing rumahan yang santai saat mereka tidak bepergian. Mereka berukuran sedang, seimbang, dan ototnya berkembang dengan baik. Mereka memiliki telinga yang tajam dan ekor yang melengkung atau sabit. Kishus sangat penyayang dan penuh kasih sayang dengan keluarganya dan perlu diikutsertakan dalam aktivitas. Mereka baik terhadap anak-anak jika dibesarkan bersama mereka, tetapi mereka sering kali menyendiri dengan orang asing. Kishu Ken memiliki dorongan mangsa yang tinggi dan mungkin suka mengejar hewan kecil. Jika dia dibesarkan dengan hewan kecil seperti kucing, dia bisa melakukannya dengan baik dengan mereka, tapi kebanyakan Kishu mau tidak mau menyerah pada naluri mereka. Detail Kontak KlubKlub: Klub Kishu Ken AmerikaNama: Carleen NewmanEmail: kishuken1@gmail.com Klub: Klub Kishu NasionalNama: C.J. Hammond – PresidenEmail: info@kishuclub.com Kishu Ken adalah anjing dengan daya tahan yang luar biasa, menunjukkan kemuliaan, martabat, dan naif merasa. Temperamennya setia, patuh, dan sangat waspada.","Setia, Mulia, Jinak",,43.18,55.88,13.6077711,27.2155422,11.0,13.0,Foundation Stock Service,0.2,Sesekali Mandi/Sikat,0.6,Musiman,0.8,Energik,0.4,Mandiri,0.4,Dicadangkan dengan Orang Asing
Komondor,"Tip bahasa Hongaria kami hari ini: Bentuk jamak dari Komondor adalah Komondorok. Sekarang, mari kita lihat anjingnya. Apa yang kita lihat adalah seorang penjaga yang besar dan kuat yang ditutupi dengan banyak tali putih. Laki-laki bertubuh besar dapat berdiri lebih dari 27,5 inci dan berat lebih dari 100 pon, dengan tulang yang berat, dada yang dalam, dan banyak otot. Meskipun berotot, Komondorok lincah dan berkaki ringan, serta bergerak dengan langkah panjang. Dengan tampilannya yang unik, mustahil untuk salah mengira Koms sebagai sesuatu yang lain. Komondor adalah penjaga kawanan Hongaria yang sangat besar dan ditutupi dengan banyak tali putih dari kepala hingga ekor. Komondor adalah salah satu ras yang paling dikenal di dunia. Kom yang mandiri dan protektif membutuhkan tangan yang tegas dan berpengalaman dalam pelatihan.","Setia, Bermartabat, Berani",173,64.77,69.85,36.2873896,45.359237,10.0,12.0,Working Group,1.0,Spesialisasi/Profesional,0.6,Musiman,0.6,Latihan rutin,0.4,Mandiri,0.4,Dicadangkan dengan Orang Asing
Kromfohrlander,"Kromfohrlander adalah anjing yang sangat cerdas, lucu, lincah, suka memanjat dan melompat, serta mudah unggul dalam ketangkasan dan pelatihan trik anjing, tetapi bisa rewel dengan makanan. Mereka hadir dalam dua jenis bulu: wirehair (dengan janggut) dan rambut halus (wajah mulus tanpa janggut dan rambut indah, panjang, lembut). Julukan ras ini di Amerika Utara adalah “Kromi” (krome-ee). Kromfohrlander dibiakkan hanya untuk menjadi pendamping, hanya memiliki sedikit naluri berburu (meskipun merupakan keturunan terrier), dan sering kali berumur panjang (17-18 tahun). Dia baik terhadap anak-anak dan keluarga dan cenderung menjadi anjing yang suka menyendiri. Ia sangat terikat dengan pemiliknya, tidak akan lari, dan pertama-tama waspada terhadap orang asing. Detail Kontak KlubKlub: Kromfohrlander Club of AmericaNama: Mary DixonEmail: kromiclub@gmail.comTelepon: 734-277-2270 Kromfohrlander adalah ras pendamping berukuran sedang yang sensitif, penyayang, dan setia kepada pemiliknya. Ia memiliki ‘senyum’ yang khas dan akan bersin untuk menyambut Anda. Pengucapan dari trah ini adalah ""krome-for-lahn-dair.""","Cerdas, Aktif, Sensitif",,38.1,45.72,9.0718474,15.875732950000002,13.0,15.0,Foundation Stock Service,0.6,Menyikat Gigi 2-3 Kali Seminggu,0.8,Secara teratur,0.6,Latihan rutin,0.6,Menyenangkan,0.4,Dicadangkan dengan Orang Asing
Kuvasz,"Mengesankan, mengesankan, megah, masif, perkasa—pilih kata sifat yang paling Anda sukai, semuanya berlaku untuk Kuvasz (diucapkan KOO-vahz; bentuk jamaknya adalah Kuvaszok, diucapkan KOO-vah-sock). Penjaga ternak seputih salju dengan mantel mewah ini dapat berdiri setinggi 30 inci di bahu, dan berat antara 70 dan 110 pon. Terlepas dari ukuran dan kekuatannya, Kuvs adalah pelindung yang bergerak cepat dan gesit saat menghadapi ancaman. Penggemar ras ini mengatakan bahwa kepala yang proporsional dan elegan “dianggap sebagai bagian terindah dari Kuvasz”. Kuvasz yang seputih salju adalah penjaga kawanan ternak dan pendamping raja yang agung di Hongaria. Seekor anjing pekerja dengan ukuran dan kekuatan yang mengesankan, Kuvasz yang mengesankan dan memiliki bulu yang tebal adalah ras yang cantik, cerdas, sangat setia, namun menantang.","Setia, Tak Takut, Manis",163,66.04,76.2,31.751465900000003,52.16312255,10.0,12.0,Working Group,0.4,Menyikat Gigi Mingguan,0.8,Secara teratur,0.6,Latihan rutin,0.4,Mandiri,0.4,Dicadangkan dengan Orang Asing
Labrador Retriever,"Labrador Retriever yang kokoh dan seimbang, tergantung pada jenis kelaminnya, dapat berdiri dari 21,5 hingga 24,5 inci di bahu dan berat antara 55 hingga 80 pon. Bulunya yang padat dan keras berwarna kuning, hitam, dan coklat yang lezat. Kepalanya lebar, matanya berkilau karena kebaikan, dan “ekor berang-berang” yang tebal dan meruncing tampaknya selamanya menandakan semangat bawaan dari ras ini. Lab terkenal ramah. Mereka adalah teman serumah yang terikat dengan seluruh keluarga, dan mereka bersosialisasi dengan baik dengan anjing tetangga dan manusia. Namun jangan salah mengira kepribadiannya yang santai sebagai energi yang rendah: The Lab adalah atlet yang antusias dan membutuhkan banyak latihan, seperti berenang dan permainan lempar tangkap maraton, agar tetap bugar secara fisik dan mental. Labrador Retriever yang berwajah manis dan menggemaskan adalah ras anjing paling populer di Amerika. Lab adalah teman yang ramah, ramah, dan bersemangat tinggi yang memiliki kasih sayang lebih dari cukup untuk menemani keluarga yang mencari anjing berukuran sedang hingga besar.","Ramah, Aktif, Ramah",1,54.61,62.23,24.947580350000003,36.2873896,10.0,12.0,Sporting Group,0.4,Menyikat Gigi Mingguan,0.8,Secara teratur,1.0,Membutuhkan Banyak Aktivitas,1.0,Ingin menyenangkan,1.0,Keluar
Lagotto Romagnolo,"Orang Italia punya kata untuk itu: “carino.” Dalam bahasa Inggris, kami mengatakan “imut.” Dalam bahasa apa pun, trah ini sangat menawan. Lagotto Romagnolo (jamak: Lagotti Romagnoli) dikenal dengan rambut ikal berbulu yang menutupi tubuh dari kepala hingga ekor, dimahkotai dengan janggut, alis, dan kumis yang lebat. Lagotti tingginya di bawah 20 inci dan beratnya tidak lebih dari 35 pon. Namun jangan terkecoh dengan penampilan mereka yang seperti boneka beruang—mereka adalah pekerja keras yang memiliki kekuatan dan daya tahan sejati. Rambut ikal khas trah ini terasa dan berperilaku lebih seperti rambut manusia daripada bulu. Lagotto Romagnolo, “anjing truffle” Italia yang menggemaskan, mengenakan mantel keriting dan perabotan wajah yang mewah. Meskipun penampilannya seperti mainan mewah, Lagotti adalah pekerja yang tahan lama dan memiliki hidung yang sangat baik dalam membasmi truffle, makanan lezat yang lezat dan mahal.","Penyayang, Tajam, Tidak Menuntut",99,40.64,48.26,10.88621688,15.875732950000002,15.0,17.0,Sporting Group,0.2,Sesekali Mandi/Sikat,0.2,Jarang,0.6,Latihan rutin,1.0,Ingin menyenangkan,0.6,Waspada/Responsif
Lakeland Terrier,"Lakelands yang persegi dan kokoh, dengan tinggi bahu kurang dari 15 inci dan berat sekitar 17 pon, adalah anjing kecil. Tapi jangan katakan itu pada mereka. Dengan keangkuhannya yang angkuh, Lakelands melambangkan klise pecinta anjing lama, “anjing besar dalam paket kecil”. Tersedia dalam beberapa warna; beberapa memiliki tanda pelana yang sporty di bagian belakang. Dengan telinga berbentuk V yang terlipat, bagian depan lurus, kepala persegi panjang, dan binar nakal di matanya, Lakelands adalah cetak biru seekor anjing terrier Inggris berkaki panjang. Seekor “anjing besar dalam paket kecil” yang berani dan bersemangat, Lakeland Terrier, dinamai berdasarkan nama Lake District di negara asalnya, Inggris, dulunya adalah anjing petani yang dibiakkan untuk bekerja dalam kelompok rubah pencuri domba. Bulu Lakeland keras, tipis, dan sedikit rontok.","Ramah, Percaya Diri, Berani",147,35.56,38.1,7.71107029,7.71107029,12.0,15.0,Terrier Group,0.4,Menyikat Gigi Mingguan,0.2,Jarang,0.6,Latihan rutin,0.6,Menyenangkan,0.6,Waspada/Responsif
Lancashire Heeler,"Kecil, kuat, kekar, waspada dan pekerja yang energik, Lancashire Heeler bekerja sebagai ternak tetapi memiliki naluri terrier ketika memelihara kelinci dan mengacak-acak. Mereka memiliki ciri unik yang disebut Heeler Smile; saat puas, Heeler diketahui menarik bibir mereka ke belakang untuk meniru senyuman manusia. Pada tahun 2003, ras ini ditempatkan dalam daftar Ras Terancam Punah di The Kennel Club, Inggris, karena sedikitnya jumlah anjing yang menyusun kumpulan gen dan risiko beberapa penyakit bawaan. Klub Lancashire Heeler Amerika SerikatNama: Sheryl BradburyEmail: sherylbradbury@windstream.netTelepon: 816-308-2424 Lancashire Heeler adalah anjing berenergi sedang hingga tinggi. Cerdas, waspada dan ramah, mereka cepat mempelajari tugas-tugas baru. Seekor anjing kecil yang kokoh dengan bulu pendek berwarna hitam dan coklat atau hati dan coklat yang tahan cuaca, mereka penuh kasih sayang kepada pemiliknya, selalu ceria, banyak bicara, dan selalu siap untuk berjalan-jalan. Ukurannya yang kecil inilah yang memberi pesona pada mereka.","Penyayang, Serbaguna, Cerdas",,25.4,30.48,4.082331330000001,7.71107029,12.0,15.0,Miscellaneous Class,0.2,Sesekali Mandi/Sikat,0.6,Musiman,0.8,Energik,0.8,Pelatihan Mudah,0.8,Ramah
Lapponian Herder,"Lapponian Herder adalah ras yang mandiri dan menyenangkan. Mereka sangat cerdas dan umumnya ingin menyenangkan. Sebagai ras penggembala berenergi tinggi, mereka unggul dalam banyak olahraga anjing selain menggembala, seperti acara pendamping. Kecintaannya pada kerja keras menjadikannya ras yang luar biasa dalam acara apa pun yang kompetitif dan menyenangkan. Sosialisasi dini penting karena mentalitas menggiring mereka dan mereka berkembang ketika ada pekerjaan yang harus diselesaikan. Meski sangat ingin menyenangkan, Lapponian Herder sangat vokal dan sering menggonggong saat bekerja. Nama Kontak Breed: Heidi ChristensonAlamat: 519 NW 209th Street, Ridgefield, WA 98642Email: girln2pooches@yahoo.comTelepon: 360-609-2942 Lapponian Herder adalah anjing berukuran sedang dengan bulu sedang, membuatnya mudah dirawat dan cocok untuk siapa saja pemilik anjing berpengalaman. Mereka adalah ras anjing yang luar biasa, bulat, dan terdiversifikasi, siap memecahkan masalah apa pun tugas yang diberikan kepada mereka. Mereka dapat menyesuaikan diri dengan sebagian besar lingkungan hidup selama mereka diberi pekerjaan untuk dilakukan. Trah ini hadir dalam berbagai warna termasuk abu-abu kecoklatan, hitam sering kali dengan lapisan bawah lebih terang, dan corak putih atau cokelat. Mereka menyendiri dengan orang asing tetapi mencintai orang-orangnya.","Ramah, Energik, Cerdas",,45.72,50.8,31.751465900000003,31.751465900000003,10.0,14.0,Foundation Stock Service,0.4,Menyikat Gigi Mingguan,0.6,Musiman,0.6,Latihan rutin,1.0,Ingin menyenangkan,0.4,Dicadangkan dengan Orang Asing
